date_original,date,cruise,sonobuoy_number,latitude,longitude,sighting_number,opportunistic_buoy,sonobuoy_type,channel,depth,hours_to_scuttle,bad_buoys,ship_noise,difar_signal,water_noise,biological_sounds,sounds_detected,dat_tape_number,additional_tapes,reception_distance_nmi,recording_reviewed,comments
9/20/2008 13:45,09/20/2008 13:45,1635,51,41.4707,-125.6312,294,Other,77,78,8,8,0,1,1,1,0,,27,0,,0,"1421: recording started SB working
1435: can hear M22; signal sometimes in and out a bit
1455: biologic?
15:42 end bc over 1 mi away"
9/21/2008 13:25,09/21/2008 13:25,1635,52,40.6919,-127.0907,313,Other,77,72,8,8,0,1,1,1,1,,28,0,2,0,"1321: recording, calls on array at 13:19, maybe a few at start on sonobouy also.
1359: SB abeam starboard 300-400m"
9/21/2008 17:16,09/21/2008 17:16,1635,53,40.2541,-127.1958,322,Other,77,78,8,8,0,1,1,1,1,,29,0,1,0,"17:16 START, MAY BE CALLS RIGHT AWAY
17:29 - SB GOING OUT SOME
17:32 - CS, WILL LEAVE REC
1750 -END"
9/21/2008 18:39,09/21/2008 18:39,1635,54,40.2716,-127.3276,324,Other,77,72,8,8,0,1,1,1,1,,30,0,,0,"BLUE AND FIN
1842-BIOLOGICS
1929-BOX AROUND SB 
1959 PULL IN ARRAY"
9/29/2008 9:27,09/29/2008 09:27,1635,55,37.207,-125.9073,384,Other,77,78,8,8,0,1,1,1,1,Fin pulses,31,0,1,0,"SB working, heard LF pulses right away
Dolphins (delphinus) in the area
10:03 - LF pulsing on SB; ec on ish 
10:09 - SB signal fading, but we are turning 150L and heading back toward it, animals right by buoy drop
10:13 - we are 0.7nmi from SB drop, strong current though
10:19 - CS; sb still working
10:24- losing range
~10:30 end recording"
9/29/2008 11:28,09/29/2008 11:28,1635,56,37.1545,-126.0795,388,Other,77,76,8,8,0,1,1,1,1,fin,32,0,2,0,"animals 50m away at drop,
11:32 pulsing on SB? Might have been turning also
11:33 ship noise gone on SB
11:35 pulses?
11:37 animal off port beam 100 m
11:39 SB signal fading ~0.9nmi from drop"
9/29/2008 11:54,09/29/2008 11:54,1635,57,37.1759,-126.1114,388,Other,77,78,8,8,0,1,1,1,0,,33,0,,0,"review recording, not sure if biological sounds on it"
9/29/2008 13:16,09/29/2008 13:16,1635,64,37.2101,-126.1338,389,Other,77,72,8,8,6,1,1,1,1,fin,34,0,2,0,
10/1/2008 12:10,10/01/2008 12:10,1635,66,34.3274,-127.0093,405,Other,77,74,8,8,1,1,1,1,1,Blue whale,35,0,1,0,"not monitored the whole time, some bule whale vocals at beginning, animal was moving away relatively quickly when seen between dives"
10/3/2008 11:28,10/03/2008 11:28,1635,67,35.1169,-123.6758,427,Other,77,78,8,8,0,1,1,1,0,,36,0,,0,"Fin whale, not monitoring closely
1142 - LF calls on array"
10/4/2008 9:43,10/04/2008 09:43,1635,68,34.7114,-121.9224,435,Other,77,78,8,8,0,1,1,1,1,fin calls,37,0,1,0,"952 - possible pulse calls, calls on array, during turn
1002- calls on array
1024 - end"
10/4/2008 10:24,10/04/2008 10:24,1635,69,34.731,-121.9218,435,Other,77,74,8,8,0,1,1,1,1,Fin calls,38,0,,0,"possible calls right away
10:26 - animals 300m off stern, by array and SB
10:36 - SB at 70R and 300m, whales at 300m right off bow
11:00 - SB nearly out of range"
10/7/2008 11:04,10/07/2008 11:04,1635,70,33.3019,-119.1702,487,Other,77,74,8,8,0,1,1,1,1,,39,0,2,0,"not monitored, may have heard fin calls right away"
10/16/2008 13:33,10/16/2008 13:33,1635,72,32.8442,-120.704,72,Other,77,78,8,8,0,1,1,1,0,,41,0,1,0,"periodic sb 'screaming', not monitored closely, possible calls
13:40 - losing signal"
10/27/2008 14:09,10/27/2008 14:09,1635,73,33.7676,-124.4034,673,Other,77,78,8,8,0,1,1,1,1,Fin,42,0,1,0,"Cruise ship behind us
14:14 - Fin pulses
14:16 - ship at 65L and 1 ret
14:22 - pulses
14:27 - star turn then we will resume cs
14:42 - end rec"
11/12/2008 13:38,11/12/2008 13:38,1635,75,33.1484,-126.1582,737,Other,77B,74,,8,1,1,1,1,0,,43,0,,0,"SHALLOW, C2"
11/12/2008 14:03,11/12/2008 14:03,1635,74,33.1574,-126.1438,737,Other,77B,78,,8,0,1,1,1,0,,43,0,,0,"SHALLOW, C2"
11/19/2008 12:20,11/19/2008 12:20,1635,76,30.3617,-123.1348,773,Other,77b,76,,8,1,1,1,1,0,,44,0,,0,"shallow, C2"
11/27/2008 7:21,11/27/2008 07:21,1635,77,33.0093,-122.859,799,Other,53D,72,90,2,0,1,1,1,0,,45,0,,0,
11/27/2008 13:10,11/27/2008 13:10,1635,78,32.6306,-122.9664,810,Other,53D,72,90,1,3,1,1,1,0,,46,0,,0,
