V1,V2,V3
-105.951618122977,47.4066235864297,838.489501953125
-105.784466019417,47.4066235864297,817.859497070312
-105.617313915858,47.4066235864297,827.7294921875
-105.450161812298,47.4066235864297,860.7294921875
-105.283009708738,47.4066235864297,905.422302246094
-105.115857605178,47.4066235864297,836.532348632812
-104.948705501618,47.4066235864297,792.90234375
-104.781553398058,47.4066235864297,794.302307128906
-104.614401294498,47.4066235864297,674.262329101562
-104.447249190939,47.4066235864297,672.8623046875
-104.280097087379,47.4066235864297,707.692321777344
-104.112944983819,47.4066235864297,747.781005859375
-103.945792880259,47.4066235864297,762.901000976562
-103.778640776699,47.4066235864297,732.700988769531
-103.611488673139,47.4066235864297,703.231018066406
-103.444336569579,47.4066235864297,717.890991210938
-103.277184466019,47.4066235864297,802.531005859375
-103.11003236246,47.4066235864297,781.688171386719
-102.9428802589,47.4066235864297,749.128173828125
-102.77572815534,47.4066235864297,723.488159179688
-102.60857605178,47.4066235864297,679.738159179688
-102.44142394822,47.4066235864297,686.38818359375
-102.27427184466,47.4066235864297,671.508178710938
-102.1071197411,47.4066235864297,649.048156738281
-101.93996763754,47.4066235864297,596.663208007812
-101.772815533981,47.4066235864297,585.983154296875
-101.605663430421,47.4066235864297,570.083190917969
-101.438511326861,47.4066235864297,583.413208007812
-101.271359223301,47.4066235864297,554.053161621094
-101.104207119741,47.4066235864297,553.51318359375
-100.937055016181,47.4066235864297,539.204040527344
-100.769902912621,47.4066235864297,557.694030761719
-100.602750809061,47.4066235864297,579.304016113281
-100.435598705502,47.4066235864297,595.714050292969
-100.268446601942,47.4066235864297,598.89404296875
-100.101294498382,47.4066235864297,602.6240234375
-99.934142394822,47.4066235864297,607.057922363281
-99.7669902912621,47.4066235864297,573.797912597656
-99.5998381877023,47.4066235864297,578.087951660156
-99.4326860841424,47.4066235864297,580.807922363281
-99.2655339805825,47.4066235864297,576.717956542969
-99.0983818770227,47.4066235864297,524.277954101562
-98.9312297734628,47.4066235864297,482.067932128906
-98.7640776699029,47.4066235864297,462.819671630859
-98.596925566343,47.4066235864297,461.469665527344
-98.4297734627832,47.4066235864297,454.599670410156
-98.2626213592233,47.4066235864297,443.379669189453
-98.0954692556634,47.4066235864297,433.759643554688
-97.9283171521036,47.4066235864297,430.989654541016
-97.7611650485437,47.4066235864297,398.250274658203
-97.5940129449838,47.4066235864297,357.470275878906
-97.426860841424,47.4066235864297,352.350280761719
-97.2597087378641,47.4066235864297,303.510284423828
-97.0925566343042,47.4066235864297,279.960296630859
-96.9254045307443,47.4066235864297,271.240295410156
-96.7582524271845,47.4066235864297,264.920288085938
-96.5911003236246,47.4066235864297,270.104583740234
-96.4239482200647,47.4066235864297,278.254577636719
-96.2567961165049,47.4066235864297,305.774566650391
-96.089644012945,47.4066235864297,341.324584960938
-95.9224919093851,47.4066235864297,374.454559326172
-95.7553398058252,47.4066235864297,418.194580078125
-95.5881877022654,47.4066235864297,455.770172119141
-95.4210355987055,47.4066235864297,511.980163574219
-95.2538834951456,47.4066235864297,475.520172119141
-95.0867313915858,47.4066235864297,456.070159912109
-94.9195792880259,47.4066235864297,434.310180664062
-94.752427184466,47.4066235864297,437.68017578125
-94.5852750809062,47.4066235864297,402.566558837891
-94.4181229773463,47.4066235864297,403.726531982422
-94.2509708737864,47.4066235864297,399.576538085938
-94.0838187702265,47.4066235864297,396.026550292969
-93.9166666666667,47.4066235864297,394.916534423828
-93.7495145631068,47.4066235864297,393.316558837891
-93.5823624595469,47.4066235864297,394.366546630859
-93.4152103559871,47.4066235864297,397.864929199219
