Cruise,Sonobuoy Number,Date,Latitude,Longitude,Sighting Number,Opportunistic Buoy?,Sonobuoy Type,Channel,Depth,Hours to Scuttle,Bad Buoys,Ship Noise?,Difar Signal?,Water Noise?,Biological Sounds?,Sounds Detected,DAT Tape Number,Additional Tapes?,Reception Distance (nmi),Recording Reviewed?,Comments
1623,1,9/17/2003 12:14,-0.3515,-120.231,243,Other,57B,10,90,8,0,1,1,1,0,NA,1,0,NA,0,NA
1623,2,9/17/2003 14:58,-0.1031,-120.0243,245,Other,57B,10,90,8,NA,1,1,1,0,NA,2,0,NA,0,NA
1623,3,10/7/2003 15:28,7.6033,-84.8175,328,Other,57B,10,90,8,NA,1,1,1,1,NA,3,0,NA,0,NA
1623,4,10/9/2003 14:32,3.505,-86.8591,339,Other,57B,10,90,8,NA,1,1,1,1,NA,4,0,NA,0,NA
1623,5,10/10/2003 14:03,1.7805,-89.0776,352,Other,57B,10,90,8,NA,1,1,1,1,NA,5,0,NA,0,NA
1623,6,10/12/2003 10:44,-1.5616,-92.4215,371,Other,57B,10,90,8,3,1,1,1,1,NA,6,0,NA,0,NA
1623,7,10/17/2003 18:06,-9.537333,-99.725,401,Other,57B,10,90,8,0,1,1,1,1,NA,7,0,NA,0,NA
1623,8,10/18/2003 18:40,-9.206833,-96.532667,405,Other,57B,10,90,8,0,1,1,1,1,NA,8,0,NA,0,NA
1623,9,10/21/2003 8:49,-8.8936,-89.1375,414,Other,57,11,90,8,2,1,1,1,0,NA,9,0,NA,0,NA
1623,10,10/21/2003 10:30,-8.9825,-89.0955,414,Other,57,10,90,8,0,1,1,1,0,NA,9,1,NA,0,NA
1623,12,10/22/2003 10:16,-11.8336,-88.2248,420,Other,57,10,90,8,1,1,1,1,1,NA,12,0,NA,0,NA
1623,11,10/21/2003 12:27,-9.1496,-89.009,416,Other,57,10,90,8,1,1,1,1,0,NA,11,0,NA,0,NA
1623,13,10/22/2003 16:44,-12.4728,-88.0773,427,Other,57,10,90,8,0,1,1,1,1,NA,13,0,NA,0,NA
1623,14,10/23/2003 8:27,-14.4431,-87.414,428,Other,57,11,90,8,0,1,1,1,1,NA,14,0,NA,0,NA
1623,15,10/24/2003 11:53,-14.7766,-84.71,431,Other,57,10,90,8,0,1,1,1,1,NA,15,0,NA,0,NA
1623,16,10/25/2003 10:06,-13.7605,-81.9355,433,Other,57,10,90,8,0,1,1,1,1,NA,16,0,NA,0,NA
1623,17,11/2/2003 9:23,-9.9416,-78.7726,451,Other,53,54,90,8,0,1,1,1,0,NA,17,0,NA,0,NA
1623,18,11/2/2003 15:03,-9.5625,-78.5795,455,Other,53,60,90,8,2,0,0,0,0,NA,18,0,NA,0,"POSSIBLY A BAD BUOY, BUT KEPT THE RECORDING"
