Cruise,Sonobuoy Number,Date,Latitude,Longitude,Sighting Number,Opportunistic Buoy?,Sonobuoy Type,Channel,Depth,Hours to Scuttle,Bad Buoys,Ship Noise?,Difar Signal?,Water Noise?,Biological Sounds?,Sounds Detected,DAT Tape Number,Additional Tapes?,Reception Distance (nmi),Recording Reviewed?,Comments
1623,19,11/2/2003 18:23,-9.411,-78.737,457,Other,57,10,90,8,0,1,1,1,1,NA,19,0,NA,0,NA
1623,20,11/3/2003 11:03,-9.0435,-79.3351,466,Other,53,56,90,8,0,1,1,1,1,NA,20,1,NA,0,NA
1623,21,11/3/2003 12:11,-9.0115,-79.3545,467,Other,53,64,90,8,0,1,1,1,1,NA,20,1,NA,0,NA
1623,22,11/4/2003 13:07,-7.4806,-79.9611,478,Other,57,10,90,8,0,1,1,1,1,NA,22,1,NA,0,NA
1623,23,11/4/2003 15:47,-7.3893,-79.9146,481,Other,53,55,90,8,0,1,1,1,1,NA,24,0,NA,0,NA
1623,24,11/6/2003 15:46,-3.324,-80.6475,490,Other,53,62,90,8,0,1,1,1,0,NA,25,0,NA,0,NA
1623,25,11/8/2003 14:26,0.39,-80.2496,510,Other,57,10,90,8,0,1,1,1,0,NA,26,0,NA,0,NA
1623,26,11/13/2003 17:45,6.4968,-79.5846,543,Other,57,10,90,8,0,1,1,1,0,NA,27,0,NA,0,NA
1623,27,11/23/2003 18:37,9.051,-88.4671,647,Other,53,62,90,8,0,1,1,1,0,NA,28,0,NA,0,NA
1623,28,11/24/2003 10:34,9.7343,-90.4371,660,Other,52,62,90,8,0,1,1,1,0,NA,29,0,NA,0,NA
1623,29,11/24/2003 12:55,9.8166,-90.6983,668,Other,53,84,90,8,0,1,1,1,1,NA,30,0,NA,0,NA
1623,30,11/24/2003 14:54,9.883,-90.89,674,Other,57,10,90,8,0,1,1,1,1,NA,31,0,NA,0,NA
1623,31,11/25/2003 8:45,9.3061,-92.8403,689,Other,57,10,90,8,0,1,1,1,1,NA,32,0,NA,0,NA
1623,32,11/25/2003 10:01,9.293,-92.9275,691,Other,53,64,90,8,0,1,1,1,1,NA,33,0,NA,0,NA
1623,33,11/25/2003 12:28,9.1381,-93.074,695,Other,57,10,90,8,0,1,1,1,1,NA,34,0,NA,0,NA
1623,34,11/27/2003 13:44,9.1458,-98.61,732,Other,57,10,90,8,0,1,1,1,1,NA,35,0,NA,0,NA
1623,35,11/27/2003 15:17,9.1586,-98.7255,734,Other,57,11,90,8,0,1,1,1,0,NA,36,0,NA,0,NA
1623,36,12/2/2003 11:24,15.4303,-112.499,767,Other,57,10,90,8,0,1,1,1,0,NA,37,0,NA,0,NA
1623,37,12/5/2003 10:34,20.9155,-119.6375,778,Other,57,10,90,8,1,0,0,0,0,NA,38,0,NA,0,POSSIBLY A BAD BUOY
1623,38,12/5/2003 15:30,21.1261,-120.186,779,Other,57,10,90,8,0,1,1,1,0,NA,39,0,NA,0,NA
1624,1,9/22/2003 14:17,13.16,-99.05,332,Other,999,999,999,999,0,0,0,0,0,NA,1,0,NA,0,POSSIBLY A BAD BUOY
1624,2,10/11/2003 8:08,6.2,-92.36,445,Other,999,10,999,999,0,1,1,1,1,NA,2,0,NA,0,NA
1624,3,10/11/2003 11:49,6.227,-92.6706,447,Other,999,10,999,999,0,1,1,1,1,NA,3,0,NA,0,NA
1624,4,11/12/2003 8:35,11.4,-112.73,617,Other,999,10,999,999,0,1,1,1,1,NA,4,0,NA,0,NA
1624,5,11/26/2003 10:45,16.53,-116.8,700,Other,999,10,999,999,0,0,0,0,0,NA,5,0,NA,0,NA
1624,6,12/3/2003 16:50,22.11,-112.45,722,Other,999,10,999,999,0,0,0,0,0,NA,6,0,NA,0,NA
1624,7,12/6/2003 16:06,25.36,-116.01,727,Other,999,10,999,999,0,1,0,0,0,NA,7,0,NA,0,NA
1624,8,12/8/2003 13:15,29.35,-118.13,735,Other,999,10,999,999,0,1,1,1,0,NA,8,0,NA,0,NA
